A,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
RT @YIhougan: Looks like Russians have caught the Black Panther vibe like the rest of the world. https://t.co/y1oGSUeoml,22,99.00,67.52,2.40,25.77,11.00,18.18,59.09,31.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.64,13.64,4.55,0.00,0.00,0.00,13.64,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,9.09,0.00,9.09,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,9.09,4.55,0.00,0.00,27.27,9.09,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.64
"RT @crissles: ""I don't think visually it [would've] make sense and it wasn't appropriate for me to go after that role. Black Panther is one?",25,13.41,11.52,69.14,25.77,12.50,20.00,88.00,52.00,20.00,8.00,8.00,0.00,0.00,0.00,0.00,12.00,0.00,12.00,16.00,0.00,4.00,8.00,28.00,8.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,20.00,8.00,4.00,4.00,0.00,0.00,4.00,8.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,20.00,0.00,8.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,4.00,0.00,0.00,36.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,12.00,0.00,12.00
"RT @ILOVEPARKJIMlN: Hoseok beat BTS' record, became the first kr soloist with the most N?1 on iTunes, made 3 hashtags + 1 word trend WW, Ho?",26,99.00,64.99,5.76,25.77,26.00,11.54,42.31,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,7.69,0.00,0.00,0.00,0.00,7.69,3.85,3.85,0.00,15.38,3.85,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,11.54,3.85,3.85,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,7.69,3.85,0.00,0.00,7.69,0.00,0.00,7.69,0.00,3.85,3.85,0.00,3.85,0.00,0.00,0.00,0.00,3.85,0.00,3.85,3.85,0.00,0.00,26.92,0.00,11.54,3.85,0.00,0.00,0.00,0.00,0.00,3.85,0.00,7.69
RT @hixtapepop: The greatest showman and Black Panther were on top of iTunes US for weeks and Hope World just dethroned them. A mixtape tha?,25,88.07,94.50,6.70,99.00,12.50,24.00,80.00,44.00,8.00,8.00,0.00,4.00,0.00,0.00,4.00,0.00,8.00,12.00,4.00,4.00,8.00,0.00,8.00,8.00,8.00,0.00,0.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,4.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,4.00,4.00,8.00,0.00,0.00,4.00,4.00,4.00,16.00,0.00,12.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,8.00,0.00,8.00,4.00,0.00,0.00,12.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00
RT @ryanpatey: Why museum professionals need to talk about Black Panther ? The Hopkins Exhibitionist https://t.co/Oxdo7YS7Fn #racism #class?,21,96.41,82.96,1.00,25.77,21.00,28.57,57.14,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,9.52,0.00,9.52,0.00,0.00,4.76,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52,0.00,0.00,0.00,0.00,9.52,0.00,4.76,4.76,0.00,0.00,0.00,4.76,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52,0.00,0.00,0.00,0.00,0.00,9.52,4.76,0.00,0.00,0.00,0.00,9.52,0.00,9.52,4.76,0.00,0.00,33.33,4.76,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.81
"RT @SaiIBoat: Bro said ?white people got Captain America and black people got Black Panther. Us Hispanics got Nacho Libre? 

I got tears ro?",24,71.61,99.00,1.00,1.00,12.00,20.83,70.83,12.50,8.33,8.33,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,20.83,4.17,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,0.00,4.17,25.00,4.17,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,12.50,4.17,0.00,0.00,0.00,0.00,0.00,0.00,29.17,8.33,0.00,4.17,16.67,0.00,20.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,4.17,4.17,0.00,0.00,12.50,4.17,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17
"RT @BrandonDavisBD: My predictions:
5/7/21 - Black Panther 2
7/30/21 - Black Panther 3
11/5/21 - Black Panther 4
2/18/22 - Black Panther 5?",28,88.66,50.00,1.00,25.77,28.00,21.43,25.00,3.57,3.57,3.57,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.57,0.00,3.57,3.57,0.00,0.00,53.57,0.00,0.00,7.14,0.00,0.00,0.00,14.29,0.00,0.00,0.00,32.14
"RT @pictoline: ?Por qu? Black Panther la est? partiendo?

Para Michael B. Jordan (a.k.a. Killmonger) es un reflejo de lo importante que pue?",25,97.89,78.82,1.00,25.77,6.25,28.00,32.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,4.00,4.00,0.00,4.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,4.00,12.00,0.00,12.00,8.00,0.00,0.00,36.00,16.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,8.00,4.00
RT @ALLCAPS_: They moved infinity war up a week to cut into the ongoing sales of black panther https://t.co/irXjwcubEK,23,99.00,80.77,54.89,1.00,23.00,21.74,69.57,30.43,4.35,4.35,0.00,0.00,0.00,0.00,4.35,0.00,8.70,17.39,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,4.35,0.00,8.70,0.00,8.70,0.00,4.35,0.00,8.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70,0.00,0.00,8.70,0.00,0.00,4.35,0.00,0.00,21.74,4.35,8.70,8.70,0.00,0.00,0.00,4.35,0.00,4.35,8.70,0.00,8.70,4.35,0.00,0.00,26.09,4.35,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.39
"RT @crissles: ""I don't think visually it [would've] make sense and it wasn't appropriate for me to go after that role. Black Panther is one?",25,13.41,11.52,69.14,25.77,12.50,20.00,88.00,52.00,20.00,8.00,8.00,0.00,0.00,0.00,0.00,12.00,0.00,12.00,16.00,0.00,4.00,8.00,28.00,8.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,20.00,8.00,4.00,4.00,0.00,0.00,4.00,8.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,20.00,0.00,8.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,4.00,0.00,0.00,36.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,12.00,0.00,12.00
RT @WuTangClan: WuWednesday X Black Panther https://t.co/5EmUfw927I,12,92.84,79.76,1.00,25.77,12.00,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,16.67,8.33,0.00,0.00,41.67,8.33,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00
"RT @ClintSmithIII: I wrote about Du Bois, Black Panther, &amp; the politics of black art for the @parisreview. https://t.co/TQz8amStb4",23,99.00,50.00,1.00,25.77,11.50,21.74,56.52,26.09,4.35,4.35,4.35,0.00,0.00,0.00,0.00,0.00,8.70,13.04,0.00,4.35,0.00,0.00,4.35,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70,8.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,4.35,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,8.70,4.35,0.00,0.00,0.00,0.00,8.70,0.00,8.70,4.35,0.00,0.00,47.83,8.70,8.70,4.35,4.35,0.00,0.00,0.00,0.00,0.00,0.00,21.74
"RT @ClintSmithIII: I wrote about Du Bois, Black Panther, &amp; the politics of black art for the @parisreview. https://t.co/TQz8amStb4",23,99.00,50.00,1.00,25.77,11.50,21.74,56.52,26.09,4.35,4.35,4.35,0.00,0.00,0.00,0.00,0.00,8.70,13.04,0.00,4.35,0.00,0.00,4.35,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70,8.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,4.35,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,8.70,4.35,0.00,0.00,0.00,0.00,8.70,0.00,8.70,4.35,0.00,0.00,47.83,8.70,8.70,4.35,4.35,0.00,0.00,0.00,0.00,0.00,0.00,21.74
RT @hixtapepop: The greatest showman and Black Panther were on top of iTunes US for weeks and Hope World just dethroned them. A mixtape tha?,25,88.07,94.50,6.70,99.00,12.50,24.00,80.00,44.00,8.00,8.00,0.00,4.00,0.00,0.00,4.00,0.00,8.00,12.00,4.00,4.00,8.00,0.00,8.00,8.00,8.00,0.00,0.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,4.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,4.00,4.00,8.00,0.00,0.00,4.00,4.00,4.00,16.00,0.00,12.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,8.00,0.00,8.00,4.00,0.00,0.00,12.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00
"RT @profatitties: @handokotjung ??: kamu tau bedanya Black Panther sama kita? 

??: apatuh? 

??: black panther wakanda forever, kalau kita wa?",18,92.84,71.09,1.00,25.77,6.00,38.89,22.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,5.56,0.00,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,5.56,5.56,0.00,0.00,83.33,0.00,5.56,22.22,0.00,44.44,0.00,0.00,0.00,0.00,0.00,11.11
"RT @profatitties: @handokotjung ??: kamu tau bedanya Black Panther sama kita? 

??: apatuh? 

??: black panther wakanda forever, kalau kita wa?",18,92.84,71.09,1.00,25.77,6.00,38.89,22.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,5.56,0.00,11.11,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,5.56,5.56,0.00,0.00,83.33,0.00,5.56,22.22,0.00,44.44,0.00,0.00,0.00,0.00,0.00,11.11
"RT @KpopQween24: Top 4 current Albums on the Worldwide iTunes Album Chart (3.01.2018)

1. Hope World - J-Hope
2. Divide - Ed Sheeran
3. Bla?",25,97.89,65.56,1.59,99.00,6.25,16.00,36.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,8.00,4.00,4.00,0.00,24.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,4.00,0.00,0.00,0.00,12.00,8.00,16.00,0.00,12.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,4.00,0.00,0.00,40.00,12.00,0.00,4.00,0.00,0.00,0.00,12.00,0.00,0.00,8.00,4.00
RT @laxjox: @LATACO Where was this energy before black panther???,10,51.43,84.14,43.37,99.00,10.00,10.00,70.00,40.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,10.00,10.00,0.00,0.00,10.00,10.00,10.00,10.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,20.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,10.00,0.00,0.00,60.00,0.00,0.00,10.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,20.00
RT @laxjox: @LATACO Where was this energy before black panther???,10,51.43,84.14,43.37,99.00,10.00,10.00,70.00,40.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,10.00,10.00,0.00,0.00,10.00,10.00,10.00,10.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,20.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,10.00,0.00,0.00,60.00,0.00,0.00,10.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,20.00
RT @BusanKinqs: Hope world a free mixtape that is in full Korean really dethroned Black panther and the Greatest showman from the throne by?,24,98.02,50.00,7.84,99.00,24.00,25.00,75.00,41.67,4.17,0.00,0.00,0.00,0.00,0.00,0.00,4.17,12.50,12.50,4.17,4.17,4.17,0.00,8.33,12.50,4.17,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,8.33,0.00,0.00,4.17,4.17,0.00,4.17,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,8.33,0.00,0.00,0.00,8.33,4.17,12.50,0.00,12.50,0.00,0.00,0.00,0.00,4.17,0.00,0.00,4.17,0.00,4.17,4.17,0.00,0.00,8.33,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17
RT @AfropolitanMom: Heart of Wakanda Cocktail - Black Panther Drink -?#BlackPantherEvent https://t.co/6gca6jXjE9 https://t.co/sh4biA8ioY,22,96.29,67.52,1.00,25.77,22.00,27.27,36.36,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,4.55,0.00,0.00,13.64,4.55,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,13.64,0.00,13.64,4.55,0.00,0.00,50.00,9.09,0.00,4.55,0.00,0.00,0.00,9.09,0.00,0.00,0.00,27.27
RT @Ilcapitano94: Nakia gon turn i to Malice for Black Panther 2 and be like ?so you looove me huh!?  BUT IT TOOK A STRANGER BREAKING INTO?,27,65.78,50.00,58.07,25.77,13.50,14.81,70.37,48.15,14.81,11.11,7.41,0.00,3.70,0.00,0.00,3.70,3.70,14.81,3.70,3.70,11.11,0.00,14.81,0.00,3.70,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41,0.00,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,3.70,3.70,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,0.00,0.00,3.70,0.00,3.70,7.41,3.70,11.11,7.41,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,11.11,3.70,3.70,0.00,14.81,0.00,0.00,3.70,0.00,3.70,3.70,0.00,0.00,0.00,0.00,3.70
"RT @ILOVEPARKJIMlN: Hoseok beat BTS' record, became the first kr soloist with the most N?1 on iTunes, made 3 hashtags + 1 word trend WW, Ho?",26,99.00,64.99,5.76,25.77,26.00,11.54,42.31,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,7.69,0.00,0.00,0.00,0.00,7.69,3.85,3.85,0.00,15.38,3.85,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,11.54,3.85,3.85,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,7.69,3.85,0.00,0.00,7.69,0.00,0.00,7.69,0.00,3.85,3.85,0.00,3.85,0.00,0.00,0.00,0.00,3.85,0.00,3.85,3.85,0.00,0.00,26.92,0.00,11.54,3.85,0.00,0.00,0.00,0.00,0.00,3.85,0.00,7.69
"RT @KpopQween24: Top 4 current Albums on the Worldwide iTunes Album Chart (3.01.2018)

1. Hope World - J-Hope
2. Divide - Ed Sheeran
3. Bla?",25,97.89,65.56,1.59,99.00,6.25,16.00,36.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,8.00,4.00,4.00,0.00,24.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,4.00,0.00,0.00,0.00,12.00,8.00,16.00,0.00,12.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,4.00,0.00,0.00,40.00,12.00,0.00,4.00,0.00,0.00,0.00,12.00,0.00,0.00,8.00,4.00
"RT @KpopQween24: Top 4 current Albums on the Worldwide iTunes Album Chart (3.01.2018)

1. Hope World - J-Hope
2. Divide - Ed Sheeran
3. Bla?",25,97.89,65.56,1.59,99.00,6.25,16.00,36.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,8.00,4.00,4.00,0.00,24.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,4.00,0.00,0.00,0.00,12.00,8.00,16.00,0.00,12.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,4.00,0.00,0.00,40.00,12.00,0.00,4.00,0.00,0.00,0.00,12.00,0.00,0.00,8.00,4.00
RT @poesbucky: the what are those jokes in black panther prove that vine exists in the mcu which means THIS vine exists in the mcu https://?,27,92.84,64.46,33.94,88.52,27.00,7.41,66.67,44.44,18.52,0.00,0.00,0.00,0.00,0.00,0.00,18.52,11.11,11.11,3.70,0.00,0.00,0.00,7.41,0.00,0.00,7.41,0.00,0.00,3.70,3.70,0.00,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,7.41,7.41,0.00,0.00,0.00,3.70,0.00,3.70,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41,0.00,11.11,0.00,11.11,0.00,0.00,3.70,0.00,0.00,0.00,0.00,7.41,0.00,7.41,3.70,0.00,0.00,11.11,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41
RT @bretmanrock: No offense but I haven?t watched Black Panther yet and I feel so ugly and out of the loop,22,31.44,8.65,85.21,1.00,22.00,18.18,77.27,50.00,9.09,9.09,9.09,0.00,0.00,0.00,0.00,0.00,4.55,9.09,0.00,9.09,18.18,4.55,9.09,4.55,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,9.09,0.00,4.55,0.00,0.00,0.00,0.00,9.09,4.55,0.00,0.00,0.00,0.00,4.55,13.64,9.09,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,4.55,0.00,9.09,0.00,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,4.55,4.55,0.00,0.00,9.09,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55
RT @hixtapepop: The greatest showman and Black Panther were on top of iTunes US for weeks and Hope World just dethroned them. A mixtape tha?,25,88.07,94.50,6.70,99.00,12.50,24.00,80.00,44.00,8.00,8.00,0.00,4.00,0.00,0.00,4.00,0.00,8.00,12.00,4.00,4.00,8.00,0.00,8.00,8.00,8.00,0.00,0.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,4.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,4.00,4.00,8.00,0.00,0.00,4.00,4.00,4.00,16.00,0.00,12.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,8.00,0.00,8.00,4.00,0.00,0.00,12.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00
RT @YIhougan: Looks like Russians have caught the Black Panther vibe like the rest of the world. https://t.co/y1oGSUeoml,22,99.00,67.52,2.40,25.77,11.00,18.18,59.09,31.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.64,13.64,4.55,0.00,0.00,0.00,13.64,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,9.09,0.00,9.09,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,9.09,4.55,0.00,0.00,27.27,9.09,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.64
"RT @URGENTPODR: JUST ADDED! BLACK PANTHER - 21783 
Follow me here for updates and status: https://t.co/orfiDRqqpD https://t.co/nvrVxleJqb",24,71.61,50.00,7.84,25.77,12.00,20.83,54.17,20.83,4.17,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,8.33,4.17,0.00,4.17,0.00,0.00,0.00,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,4.17,4.17,0.00,4.17,4.17,0.00,8.33,4.17,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,12.50,4.17,0.00,0.00,45.83,8.33,0.00,8.33,0.00,0.00,4.17,4.17,0.00,0.00,0.00,20.83
RT @joebdguy: I am Black Panther https://t.co/XKnxdG8DiF,11,56.58,50.00,2.40,25.77,11.00,27.27,45.45,18.18,9.09,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,0.00,18.18,9.09,0.00,0.00,45.45,9.09,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.27
